"Udledning af drivhusgasser efter enhed, kilde, drivhusgas, type,"
"branche, område og tid"

" ";" ";" ";" ";" ";" ";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011"
" ";" ";" ";" ";" ";"Skanderborg";17;1179;1026;1002;911;904;976;1653;991;956;908;897
" ";" ";" ";" ";" ";"Aarhus";2806;3041;3043;2797;2365;2531;2310;1105;1068;1038;1007;978
" ";" ";" ";" ";" ";"Ikast-Brande";109;106;97;85;80;68;52;52;55;54;93;76
" ";" ";" ";" ";" ";"Ringkøbing-Skjern";886;976;943;897;910;874;865;1305;934;852;878;840
" ";" ";" ";" ";" ";"Hedensted";87;72;62;57;61;74;40;35;52;39;54;66
" ";" ";" ";" ";" ";"Morsø";59;71;58;122;136;89;105;116;144;135;138;128
" ";" ";" ";" ";" ";"Skive";970;805;758;743;572;666;786;98;680;642;630;609
" ";" ";" ";" ";" ";"Thisted";198;256;262;255;282;236;233;98;1909;1844;1767;1721
" ";" ";" ";" ";" ";"Viborg";1281;1286;1257;1130;1085;1025;998;1126;1039;958;1018;956
" ";" ";" ";" ";" ";"Brønderslev";224;221;209;549;555;591;660;612;780;747;724;705
" ";" ";" ";" ";" ";"Frederikshavn";801;854;805;514;494;438;396;1118;1163;1092;1097;1035
" ";" ";" ";" ";" ";"Vesthimmerlands";841;997;802;1068;903;880;838;787;953;895;860;835
" ";" ";" ";" ";" ";"Læsø";28;27;25;24;22;22;46;20;1;1;1;1
" ";" ";" ";" ";" ";"Rebild";77;83;175;165;200;202;171;150;185;174;180;173
" ";" ";" ";" ";" ";"Mariagerfjord";1440;1426;1292;1138;1082;1076;961;796;603;588;691;535
" ";" ";" ";" ";" ";"Jammerbugt";374;364;301;311;325;338;308;454;470;430;436;417
" ";" ";" ";" ";" ";"Aalborg";1939;1977;1954;4336;4213;4081;4251;3796;2834;2700;2597;2537
" ";" ";" ";" ";" ";"Hjørring";2603;2545;2545;2280;2071;1971;2035;1941;1874;1804;1765;1690
" ";" ";" ";" ";"Bygge og anlæg"
" ";" ";" ";" ";" ";"København";5;5;5;5;5;6;5;7;7;5;4;5
" ";" ";" ";" ";" ";"Frederiksberg";1;1;1;1;1;1;1;1;1;0;0;1
" ";" ";" ";" ";" ";"Ballerup";1;1;1;1;1;1;1;1;1;1;1;0
" ";" ";" ";" ";" ";"Brøndby";1;1;1;1;1;1;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Dragør";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Gentofte";1;1;1;1;1;1;1;1;1;1;0;0
" ";" ";" ";" ";" ";"Gladsaxe";1;1;1;1;1;1;1;2;2;1;1;1
" ";" ";" ";" ";" ";"Glostrup";1;1;1;1;1;1;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Herlev";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Albertslund";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Hvidovre";1;1;1;1;1;1;1;1;1;2;2;1
" ";" ";" ";" ";" ";"Høje-Taastrup";2;2;2;2;2;2;2;2;2;1;2;1
" ";" ";" ";" ";" ";"Lyngby-Taarbæk";1;1;1;1;1;1;1;1;1;1;0;0
" ";" ";" ";" ";" ";"Rødovre";1;1;1;1;1;1;1;1;1;0;0;0
" ";" ";" ";" ";" ";"Ishøj";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Tårnby";1;1;0;0;1;1;1;0;1;0;0;0
" ";" ";" ";" ";" ";"Vallensbæk";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Furesø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Allerød";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Fredensborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Helsingør";1;1;1;1;1;1;1;1;1;0;0;0
" ";" ";" ";" ";" ";"Hillerød";1;1;1;1;1;1;1;1;1;1;1;0
" ";" ";" ";" ";" ";"Hørsholm";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Rudersdal";1;1;1;1;2;2;2;2;2;2;1;1
" ";" ";" ";" ";" ";"Egedal";0;0;0;0;0;1;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Frederikssund";3;3;3;3;3;2;2;1;1;0;0;0
" ";" ";" ";" ";" ";"Greve";1;0;0;0;0;1;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Køge";1;1;1;1;1;1;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Halsnæs";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Roskilde";1;1;1;1;1;1;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Solrød";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Gribskov";1;0;1;0;0;1;0;1;0;0;0;0
" ";" ";" ";" ";" ";"Odsherred";0;0;0;0;1;1;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Holbæk";1;1;1;1;1;1;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Faxe";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Kalundborg";1;1;1;1;1;1;1;1;1;1;1;0
" ";" ";" ";" ";" ";"Ringsted";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Slagelse";1;1;1;1;1;1;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Stevns";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Sorø";1;0;0;0;1;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Lejre";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Lolland";0;0;0;1;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Næstved";1;1;1;1;1;1;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Guldborgsund";1;1;1;1;1;1;1;1;1;1;1;0
" ";" ";" ";" ";" ";"Vordingborg";0;0;1;1;1;1;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Bornholm";1;1;1;1;0;1;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Middelfart";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Assens";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Faaborg-Midtfyn";1;1;1;1;1;1;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Kerteminde";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Nyborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Odense";2;2;2;2;2;2;2;2;2;2;2;2
" ";" ";" ";" ";" ";"Svendborg";1;1;1;1;1;1;1;0;1;0;0;0
" ";" ";" ";" ";" ";"Nordfyns";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Langeland";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Ærø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Haderslev";1;1;1;1;1;1;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Billund";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Sønderborg";1;1;1;1;1;1;1;1;1;1;1;0
" ";" ";" ";" ";" ";"Tønder";1;1;1;1;1;1;1;0;0;1;1;0
" ";" ";" ";" ";" ";"Esbjerg";1;1;1;1;1;1;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Fanø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Varde";1;1;1;1;1;1;1;1;1;1;1;0
" ";" ";" ";" ";" ";"Vejen";1;1;1;1;1;1;1;0;1;1;0;0
" ";" ";" ";" ";" ";"Aabenraa";1;1;1;1;1;1;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Fredericia";1;1;1;1;1;1;1;1;1;1;1;0
" ";" ";" ";" ";" ";"Horsens";2;2;2;2;2;2;2;1;1;1;1;1
" ";" ";" ";" ";" ";"Kolding";2;2;2;2;3;2;2;1;1;1;1;1
" ";" ";" ";" ";" ";"Vejle";3;3;3;3;3;3;3;1;1;1;1;1
" ";" ";" ";" ";" ";"Herning";1;1;1;1;1;1;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Holstebro";1;1;1;1;1;1;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Lemvig";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Struer";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Syddjurs";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Norddjurs";2;2;2;2;2;2;1;0;0;0;0;0
" ";" ";" ";" ";" ";"Favrskov";1;1;1;1;1;1;1;1;1;0;0;0
" ";" ";" ";" ";" ";"Odder";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Randers";2;2;2;2;2;2;2;1;1;1;1;1
" ";" ";" ";" ";" ";"Silkeborg";2;2;2;2;2;2;2;3;3;3;2;2
" ";" ";" ";" ";" ";"Samsø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Skanderborg";1;1;1;1;1;1;1;1;1;0;0;0
" ";" ";" ";" ";" ";"Aarhus";2;2;2;2;2;3;3;3;3;3;2;2
" ";" ";" ";" ";" ";"Ikast-Brande";0;0;0;0;0;0;0;0;1;1;1;0
" ";" ";" ";" ";" ";"Ringkøbing-Skjern";1;1;1;1;1;1;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Hedensted";2;2;2;2;2;2;2;1;1;1;1;0
" ";" ";" ";" ";" ";"Morsø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Skive";1;1;1;1;1;1;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Thisted";0;0;0;1;1;1;0;0;1;1;1;0
" ";" ";" ";" ";" ";"Viborg";1;1;1;1;2;1;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Brønderslev";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Frederikshavn";1;1;1;1;1;1;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Vesthimmerlands";1;1;1;1;1;1;1;0;0;0;0;0
" ";" ";" ";" ";" ";"Læsø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Rebild";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Mariagerfjord";1;1;1;1;1;1;1;1;1;0;0;0
" ";" ";" ";" ";" ";"Jammerbugt";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Aalborg";2;2;2;2;2;2;2;2;2;2;2;2
" ";" ";" ";" ";" ";"Hjørring";1;1;1;1;1;1;1;1;1;1;1;1
" ";" ";" ";" ";"Handel og transport mv."
" ";" ";" ";" ";" ";"København";17;17;15;15;15;61;52;56;50;10;10;9
" ";" ";" ";" ";" ";"Frederiksberg";1;1;1;1;1;1;1;1;1;1;0;0
" ";" ";" ";" ";" ";"Ballerup";13;11;10;12;10;8;7;7;7;7;7;6
" ";" ";" ";" ";" ";"Brøndby";14;13;12;12;11;10;9;10;9;9;9;8
" ";" ";" ";" ";" ";"Dragør";1;1;1;1;1;1;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Gentofte";6;6;6;6;5;4;4;4;3;4;4;3
" ";" ";" ";" ";" ";"Gladsaxe";21;21;20;20;18;18;11;9;9;7;9;8
" ";" ";" ";" ";" ";"Glostrup";10;9;9;8;8;7;14;7;6;6;6;5
" ";" ";" ";" ";" ";"Herlev";7;7;6;6;6;6;3;3;2;2;2;2
" ";" ";" ";" ";" ";"Albertslund";9;8;8;8;7;7;6;6;5;6;6;5
" ";" ";" ";" ";" ";"Hvidovre";7;6;6;6;5;4;4;4;5;9;8;8
" ";" ";" ";" ";" ";"Høje-Taastrup";21;20;17;18;17;17;19;24;22;14;18;16
" ";" ";" ";" ";" ";"Lyngby-Taarbæk";11;10;10;11;10;9;7;6;4;4;4;3
" ";" ";" ";" ";" ";"Rødovre";6;6;5;5;5;4;3;3;3;3;3;3
" ";" ";" ";" ";" ";"Ishøj";3;2;2;2;2;2;1;6;5;4;4;4
" ";" ";" ";" ";" ";"Tårnby";16;15;15;15;14;13;11;15;14;13;11;9
" ";" ";" ";" ";" ";"Vallensbæk";1;1;1;1;1;1;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Furesø";4;3;3;3;3;2;2;2;2;2;2;2
" ";" ";" ";" ";" ";"Allerød";5;5;5;4;4;4;3;3;3;3;3;2
" ";" ";" ";" ";" ";"Fredensborg";3;3;3;3;3;2;2;2;2;2;2;2
" ";" ";" ";" ";" ";"Helsingør";7;6;6;6;5;4;4;4;4;4;4;3
" ";" ";" ";" ";" ";"Hillerød";6;6;5;5;5;5;5;4;3;3;3;3
" ";" ";" ";" ";" ";"Hørsholm";4;3;3;3;3;3;2;2;2;2;2;2
" ";" ";" ";" ";" ";"Rudersdal";23;22;19;18;19;19;18;20;18;15;13;11
" ";" ";" ";" ";" ";"Egedal";3;3;3;3;2;2;2;2;1;1;1;1
" ";" ";" ";" ";" ";"Frederikssund";9;9;8;8;8;8;9;3;3;3;3;2
" ";" ";" ";" ";" ";"Greve";6;6;6;5;5;5;4;5;5;5;5;4
" ";" ";" ";" ";" ";"Køge";7;6;6;7;6;5;5;7;6;5;5;4
" ";" ";" ";" ";" ";"Halsnæs";2;2;2;2;2;2;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Roskilde";10;9;9;9;9;8;7;7;7;8;7;6
" ";" ";" ";" ";" ";"Solrød";2;2;2;2;2;2;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Gribskov";4;4;3;3;3;3;2;2;2;2;2;2
" ";" ";" ";" ";" ";"Odsherred";3;3;3;3;3;2;2;2;2;2;2;1
" ";" ";" ";" ";" ";"Holbæk";7;6;6;6;6;5;4;5;4;4;5;4
" ";" ";" ";" ";" ";"Faxe";3;3;3;3;3;2;2;2;2;2;2;2
" ";" ";" ";" ";" ";"Kalundborg";4;4;4;4;4;3;3;3;3;3;3;2
" ";" ";" ";" ";" ";"Ringsted";4;4;4;4;3;3;3;3;3;3;3;3
" ";" ";" ";" ";" ";"Slagelse";9;8;8;7;7;7;6;6;5;5;5;5
" ";" ";" ";" ";" ";"Stevns";2;2;2;2;2;1;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Sorø";2;2;2;2;2;2;2;2;2;2;2;1
" ";" ";" ";" ";" ";"Lejre";2;2;2;2;2;1;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Lolland";1;1;1;1;1;1;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Næstved";8;7;7;7;7;6;5;6;5;5;5;4
" ";" ";" ";" ";" ";"Guldborgsund";2;2;1;1;1;1;1;2;1;1;1;1
" ";" ";" ";" ";" ";"Vordingborg";4;4;4;3;3;3;3;3;3;2;2;2
" ";" ";" ";" ";" ";"Bornholm";1;1;1;1;1;1;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Middelfart";4;4;4;4;4;4;3;3;3;3;3;3
" ";" ";" ";" ";" ";"Assens";3;3;3;3;3;3;2;3;2;2;3;2
" ";" ";" ";" ";" ";"Faaborg-Midtfyn";6;5;5;5;5;5;4;5;4;4;4;3
" ";" ";" ";" ";" ";"Kerteminde";2;2;2;2;2;2;1;2;2;2;1;1
" ";" ";" ";" ";" ";"Nyborg";3;3;3;3;2;2;2;2;2;2;2;1
" ";" ";" ";" ";" ";"Odense";24;22;22;22;22;19;16;16;15;16;16;13
" ";" ";" ";" ";" ";"Svendborg";5;5;5;5;5;4;3;3;3;4;3;3
" ";" ";" ";" ";" ";"Nordfyns";3;2;2;2;2;2;2;2;2;2;2;2
" ";" ";" ";" ";" ";"Langeland";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Ærø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Haderslev";8;8;7;7;7;6;6;4;4;4;4;3
" ";" ";" ";" ";" ";"Billund";4;4;4;4;4;3;3;3;3;3;3;3
" ";" ";" ";" ";" ";"Sønderborg";7;6;6;7;6;5;4;4;4;4;4;4
" ";" ";" ";" ";" ";"Tønder";9;9;9;9;9;7;6;3;3;3;3;3
" ";" ";" ";" ";" ";"Esbjerg";16;15;13;14;13;11;9;10;9;8;8;7
" ";" ";" ";" ";" ";"Fanø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Varde";7;7;6;6;6;5;4;3;3;3;3;3
" ";" ";" ";" ";" ";"Vejen";6;5;5;5;5;4;4;5;4;4;4;3
" ";" ";" ";" ";" ";"Aabenraa";11;10;10;10;10;10;9;11;10;10;10;9
" ";" ";" ";" ";" ";"Fredericia";6;6;6;6;6;5;4;4;4;4;4;4
" ";" ";" ";" ";" ";"Horsens";13;12;11;12;12;11;10;8;7;7;7;6
" ";" ";" ";" ";" ";"Kolding";21;19;18;19;18;17;16;11;9;10;10;9
" ";" ";" ";" ";" ";"Vejle";25;24;22;23;22;20;19;12;11;12;10;9
" ";" ";" ";" ";" ";"Herning";13;12;11;11;11;9;8;9;7;8;8;6
" ";" ";" ";" ";" ";"Holstebro";6;6;6;6;6;5;5;5;5;5;5;4
" ";" ";" ";" ";" ";"Lemvig";2;2;2;2;2;1;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Struer";2;2;2;2;2;2;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Syddjurs";1;1;1;1;1;1;1;1;1;3;2;2
" ";" ";" ";" ";" ";"Norddjurs";11;10;9;9;10;8;8;1;3;3;3;2
" ";" ";" ";" ";" ";"Favrskov";5;5;5;5;5;6;5;4;4;4;4;3
" ";" ";" ";" ";" ";"Odder";2;1;2;2;1;1;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Randers";19;18;16;17;17;15;14;8;7;7;7;6
" ";" ";" ";" ";" ";"Silkeborg";17;16;15;15;14;14;13;17;15;16;13;12
" ";" ";" ";" ";" ";"Samsø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Skanderborg";7;7;6;7;6;5;5;4;4;4;4;3
" ";" ";" ";" ";" ";"Aarhus";7;40;40;40;37;33;29;30;28;34;29;25
" ";" ";" ";" ";" ";"Ikast-Brande";5;5;5;5;5;5;4;5;5;5;5;4
" ";" ";" ";" ";" ";"Ringkøbing-Skjern";7;7;7;7;6;5;5;5;5;4;4;4
" ";" ";" ";" ";" ";"Hedensted";12;12;10;10;10;10;13;6;6;5;5;5
" ";" ";" ";" ";" ";"Morsø";2;2;2;2;2;2;2;2;2;2;3;2
" ";" ";" ";" ";" ";"Skive";6;5;5;5;5;4;4;4;4;4;4;3
" ";" ";" ";" ";" ";"Thisted";5;5;5;5;5;4;3;4;3;3;3;3
" ";" ";" ";" ";" ";"Viborg";11;10;10;11;10;9;8;7;6;6;6;5
" ";" ";" ";" ";" ";"Brønderslev";3;3;3;3;3;3;2;3;2;2;2;2
" ";" ";" ";" ";" ";"Frederikshavn";8;7;7;7;6;5;4;5;4;5;5;4
" ";" ";" ";" ";" ";"Vesthimmerlands";11;11;9;10;10;10;10;3;3;3;3;2
" ";" ";" ";" ";" ";"Læsø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Rebild";4;4;3;3;3;3;3;2;2;2;2;2
" ";" ";" ";" ";" ";"Mariagerfjord";9;9;8;8;8;7;6;4;3;3;3;3
" ";" ";" ";" ";" ";"Jammerbugt";4;3;3;3;3;3;2;3;2;2;2;2
" ";" ";" ";" ";" ";"Aalborg";33;31;29;30;30;27;25;30;26;25;25;21
" ";" ";" ";" ";" ";"Hjørring";7;7;6;7;6;5;4;5;4;4;4;4
" ";" ";" ";" ";"Information og kommunikation"
" ";" ";" ";" ";" ";"København";2;1;1;1;1;11;9;9;9;1;1;1
" ";" ";" ";" ";" ";"Frederiksberg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Ballerup";3;3;3;4;4;3;2;2;2;2;2;3
" ";" ";" ";" ";" ";"Brøndby";2;2;2;2;2;2;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Dragør";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Gentofte";1;1;1;1;1;1;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Gladsaxe";3;3;2;3;2;2;1;0;1;1;1;2
" ";" ";" ";" ";" ";"Glostrup";1;1;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Herlev";1;1;1;0;0;0;0;0;0;1;1;1
" ";" ";" ";" ";" ";"Albertslund";1;1;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Hvidovre";0;1;1;0;1;0;0;0;0;0;0;1
" ";" ";" ";" ";" ";"Høje-Taastrup";4;4;3;3;3;2;2;2;2;2;1;1
" ";" ";" ";" ";" ";"Lyngby-Taarbæk";1;1;1;1;1;1;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Rødovre";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Ishøj";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Tårnby";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Vallensbæk";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Furesø";0;0;1;1;1;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Allerød";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Fredensborg";1;1;1;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Helsingør";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Hillerød";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Hørsholm";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Rudersdal";3;3;3;3;3;2;2;2;2;2;2;2
" ";" ";" ";" ";" ";"Egedal";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Frederikssund";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Greve";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Køge";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Halsnæs";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Roskilde";1;1;1;1;1;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Solrød";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Gribskov";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Odsherred";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Holbæk";0;0;0;1;1;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Faxe";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Kalundborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Ringsted";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Slagelse";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Stevns";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Sorø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Lejre";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Lolland";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Næstved";0;0;0;1;1;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Guldborgsund";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Vordingborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Bornholm";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Middelfart";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Assens";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Faaborg-Midtfyn";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Kerteminde";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Nyborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Odense";3;3;3;3;3;2;2;2;2;2;2;3
" ";" ";" ";" ";" ";"Svendborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Nordfyns";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Langeland";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Ærø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Haderslev";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Billund";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Sønderborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Tønder";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Esbjerg";1;1;1;1;1;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Fanø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Varde";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Vejen";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Aabenraa";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Fredericia";1;1;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Horsens";1;1;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Kolding";1;1;1;1;1;1;1;1;1;1;1;1
" ";" ";" ";" ";" ";"Vejle";1;2;1;1;1;1;1;1;1;1;1;0
" ";" ";" ";" ";" ";"Herning";1;1;1;1;1;1;0;0;0;1;1;0
" ";" ";" ";" ";" ";"Holstebro";1;1;1;1;1;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Lemvig";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Struer";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Syddjurs";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Norddjurs";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Favrskov";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Odder";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Randers";1;1;1;1;1;1;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Silkeborg";1;1;1;1;1;1;0;1;1;1;1;1
" ";" ";" ";" ";" ";"Samsø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Skanderborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Aarhus";1;7;6;7;6;5;4;4;3;5;5;5
" ";" ";" ";" ";" ";"Ikast-Brande";0;0;0;0;0;0;0;0;0;0;0;0
